year,status,description
2014,Candidate,"the mitfahrgelegenheit.at (aka com.carpooling.android.at) application 2.3.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the neeku naaku dash dash (aka com.dakshaa.nndd) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the re:kyu (aka com.appzone619) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the archie comics (aka com.iversecomics.archie.android) application 1.07 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the th3 professional al mohtarif (aka com.th3professional.almohtarif) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the akne ernahrung (aka com.rareartifact.akneernahrung72010074) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the mt. airy news (aka com.soln.sbe4a803ad6430a6e9dba5688aa644148) application 1.0069.b0069 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the onefile ignite (aka uk.co.onefile.ignite) application 1.19 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the manga facts (aka app.mangafacts.ar) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the afterlife with archie (aka com.afterlifewitharchie.afterlifewitharchie) application 2.4.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the deer hunting calls + guide (aka com.anawaz.deerhuntingcalls.free) application 4.0.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the le grand bleu (aka com.appzone468) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the hydrogen water (aka com.appzone628) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the scottcolibmn (aka com.bredir.boopsie.scottlib) application 4.5.110 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the ismrm-esmrmb 2014 (aka com.coreapps.android.followme.ismrm_esmrmb14) application 6.0.8.5 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the qincard (aka com.haowan.qincard) application 2.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the multitrac (aka com.multitrac) application 1.04 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the sudaninet (aka com.sudaninet.wtwqiqbegq_btwlda) application 2.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the elk grove publicstuff (aka com.wassabi.elkgrove) application 3.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the feiron (aka es.sw.feironmobile.app) application 1.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the hanyang university admissions (aka kr.ac.hanyang.planner) application 2.1.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the faz.net (aka net.faz.faz) application 1.0.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the west bend school district (aka net.parentlink.westbend) application 4.0.500 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the albion college (aka com.vivomobile.albioncollege) application 2.1.16 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the grandma's grotto (aka com.mobileappsuite.grandmasgrotto) application 1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the deltin suites (aka com.deltinsuites) application 3.4.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the north american ismaili games (aka hr.apps.n166983741) application 5.26.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the easy video downloader (aka com.simon.padillar.easyvideo) application 4.4.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the kazakhstan radio (aka com.wordbox.kazakhstanradio) application 2.5 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the care4kids (aka com.codetherapy.care4kids) application 1.03 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the mifashow hairstyles (aka com.mifashow) application 3.7 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the twin lin (aka com.twinlin.twmo) application 5 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the aeroexpress (aka ru.lynx.aero) application 2.6.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the elearn (aka com.desire2learn.campuslife.chattanoogastate.edu.directory) application 1.0.649.1194 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the karim rahal essoulami (aka com.karim.rahal.essoulami.lcxogeyuizteegxvnq) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the miway insurance ltd (aka com.miway.md) application 1.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the line play (aka jp.naver.lineplay.android) application 2.3.1.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the taiwan business bank (aka com.mitake.tbb) application 2.04 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the arabic troll football (aka com.hamoosh.arabictrollfootball) application 1.0.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the nbe (aka com.nbe.app) application 1.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the shots (aka com.shots.android) application 1.0.8 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the georgia packing (aka com.tapatalk.georgiapackingorg) application 3.9.16 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the pregnancy tips (aka com.rareartifact.tipsforpregnant71c80129) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the mass gaming tv (aka net.massgamers) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the quotes in images (aka pt.lumberapps.imagensfrases) application 3.7.5 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the germanwings (aka com.germanwings.android) application 2.1.13 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the albasit artes y danza (aka com.adianteventures.adianteapps.albasit_artes_y_danza) application 1.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the liveauctions.tv (aka air.liveandroidmaxx) application 2.005 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the timeless black (aka com.apptive.android.apps.timeless) application 2.10.6 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the codeeta coupons (aka com.codeeta.promos) application 1.0.5 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the atecea (aka com.atecea) application 1.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the adidas eyewear (aka com.adidasep.eyewear) application 1.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the martial arts battle card (aka com.tapenjoy.zjh.tw) application 1.0.9 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the dino village (aka com.tappocket.dinovillage) application 1.6 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the pinkfong tv (aka kr.co.smartstudy.pinkfongtv_android_googlemarket) application 4 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the questoes oab (aka com.pedefeijao.questoesoab) application oab_android_1.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the paul alexander campaign (aka hr.apps.n51261427) application 4.5.8 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the jian ren (aka cn.sh.scustom.janren) application 1.5.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the sopexa pavillon france (aka com.goomeoevents.pavillonfrance) application 3.6.5 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the goodwin (aka com.goodwin.goodwin) application 1.15 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the peta (aka com.peta.android) application 1.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the foconet (aka suporte.com.foconet) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the hydfm (aka com.apheliontechnologies.hydfm) application 1.1.9 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the master mix (aka com.nobexinc.wls_24832536.rc) application 3.3.5 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the forum frandroid beta (aka com.tapatalk.forumfrandroidcom) application 3.4.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the hkbn my account (aka com.hkbn.myaccount) application @7f070015 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the utsa mobile (aka com.dub.app.utsa) application 1.4.21 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the nwtc mobile (aka com.dub.app.nwtc) application 1.4.17 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the coffee inn (aka lt.lemonlabs.android.coffeeinn) application 2.0.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the funny photo color editor (aka com.doirdeditor.funcloreditor) application 0.0.4 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,
2014,Candidate,"the jj texas hold'em poker (aka cn.jj.poker) application 1.13.23.hd for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the mahasna batik (aka com.batik.mahasna) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the tim ban bon phuong (aka com.entertaiment.timbanbonphuong) application 2.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the love dance (aka com.efunfun.ddianle.lovedance) application 1.2.0626 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the clarks inn (aka com.clarksinn) application 3.3.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the diabetes forum (aka com.tapatalk.diabetescoukdiabetesforum) application 3.9.30 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the leg surgery - kids games (aka com.harriskerioe.legsurgery) application 1.0.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the modelisme.com forum/portail (aka com.tapatalk.modelismecomforum) application 3.6.9 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the find color (aka com.chudong.color) application 1.1.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the hardest game collection (aka com.lotfun.abuse) application 1.5.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the who-is-it? lite name caller time limited free (aka de.profiler.android.whoisit) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the life time fitness (aka com.lifetimefitness.ltfmobile) application 1.9 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the esercizi per le donne (aka com.rareartifact.eserciziperledonne6d5578c6) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the ibis pau centre (aka com.myapphone.android.myappibispaucentre) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the bultmonster registret (aka com.bultmonster.registret) application 1.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the dieta dukan passo a passo (aka com.rareartifact.dukanpasoapaso82be0897) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the redatoms three (aka com.redatoms.mojodroid.tw.gp) application 2.5 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the myhabit (aka com.amazon.myhabit) application @7f080041 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the cure viewer (aka com.livedoor.android.cureviewer) application 1.03 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the senator inn & spa (aka com.conduit.app_cc06e8e9659c4cf7b361ad0b7717f3a4.app) application 1.2.2.160 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the harmonizers planet (aka uk.co.pixelkicks.fifthharmony) application 2.3.4 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the quest federal cu mobile (aka com.metova.cuae.questfcu) application 1.0.27 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the noble sticker ""free"" (aka com.kuronecostudio.kizokustamp.free) application 1.0.7 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the al jazeera (aka com.al.jazeera.net) application 6.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the wild women united (aka com.wildwomenunited) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the unicredit investors (aka eu.unicreditgroup.brand.ucinvestors) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the simgene (aka com.japanbioinformatics.simgene) application 1.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"** disputed ** the my ntelos (aka com.telespree.ntelospostpay) application 1.1.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.  note: ntelos wireless has indicated that this vulnerability report is incorrect."
2014,Candidate,"the cadpage (aka net.anei.cadpage) application 1.7.44 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the street walker (aka kt.road.streetwalker) application 0.0.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the bust out bail (aka com.onesolutionapps.bustoutbailandroid) application 1.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the george wassouf (aka com.devkhr32.georgewassouf) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the ocean avenue mobile pro (aka com.oceanavenue.mobile) application 2.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the bear id lock (aka com.wbearidlock) application 0.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the somtodo - task/to-do widget (aka com.somcloud.somtodo) application 2.0.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the givenu give (aka com.givenu.give) application 1.5.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,
2014,Candidate,"the sahab-alkher.com (aka com.tapatalk.sahabalkhercomvb) application 2.4.9.7 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the city star me (aka com.citystarme) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the musica de barrios sonideros (aka com.nobexinc.wls_93155702.rc) application 3.3.10 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the ncci's annual issues symposium (aka com.quickmobile.ais14) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the yeast infection (aka com.wyeastinfectionapp) application 0.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the hong kong tatler society (aka com.magzter.hongkongtatlersociety) application 3.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the efendimizin sunnetleri (aka com.wefendimizinsunnetleri) application 2.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the thedevildoggamer (aka com.wthedevildoggamer) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the your tango (aka com.your.tango) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the modsim world 2014 (aka com.concursive.modsimworld) application 2.0.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the association min ajlik (aka com.association.min.ajlik) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the bikers romagna (aka com.bikers.romagna) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the ben10 omniverse walkthrough (aka com.wben10omniverse2walkthrough) application 0.7 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the nigerias business directory (aka com.wnigeriasbusinessdirectory) application 0.70.13414.17619 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the legalera (aka com.magzter.legalera) application 3.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the btd5 videos (aka com.wxtyilieirbtd5videos) application 0.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the neumann student activities (aka com.appmakr.app153856) application 216607 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the aventino brand (aka com.aventinobrand) application 2.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the air war hero (aka com.dev.airwar) application 3.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the autocar india (aka com.magzter.autocarindia) application 3.03 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the venezia map (aka com.wveneziamap) application 0.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the andrew magdy kamal's network (aka com.wandsocialrewapps) application 0.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,
2014,Candidate,"the happy (aka com.tw.knowhowdesign.sinfonghuei) application 2.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the sanctuary asia (aka com.magzter.sanctuaryasia) application 3.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the gulf coast educators fcu (aka com.metova.cuae.gcefcu) application 1.0.27 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the payoneer sign up (aka com.wpayoneersignup) application 0.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the romeo and juliet (aka jp.co.cybird.appli.android.rjs) application 1.0.6 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the sigong ebook (aka com.sigongsa.sigonggenre) application 1.0.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,
2014,Candidate,"the no disturb (aka com.blogspot.imapp.imnodisturb) application 3.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the jiu jik (aka com.scmp.jiujik) application 1.4.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the hesheng 80 (aka com.ireadercity.c29) application 3.0.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the i newspaper (aka com.independent.thei) application @7f080184 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the killer screen lock (aka com.cc.theme.shashou) application 0.5 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the top roller coasters europe 1 (aka com.appaapps.top10tallesteuropeanrollercoasters1) application @7f050001 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
